object_id,object_type,description,case_id,associated_person_ids,evidence_reference,seized_date,location_id
e3653799-7a4e-4476-ab98-8361b6dcb240,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,f93faa02-5a2c-45ab-8a1a-f3f805f896ab,07834000-fe76-48d2-80ce-6b74fc220c82,EVD-F93FAA-01,2024-09-04,399368c8-c978-469c-be30-609d71bcffc7
16ae8ee3-5638-42db-a281-4de790e00da8,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",ed3276a9-f584-49cf-81b2-430e73eff8e0,bf91005a-2d11-4be2-899c-ebf23c8cf907,EVD-ED3276-01,2024-05-22,f77c2362-fa09-4024-9ad2-7cf845b2b17e
010da64d-bfdc-4a64-9445-c31c12e1a70b,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",0d564898-edcb-4966-b7ba-9c3012c43294,972cf4b5-7b82-4e50-9307-1100e89a4b37,EVD-0D5648-01,2025-03-22,d0184a09-161d-4442-9ae0-17c96fb4622e
f944f987-6a3f-48ca-81de-a7e0e9c79365,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,05f5a41b-f498-42f0-adc1-065e9a844e1b,2024e16f-89ab-4f4a-a9d3-d876bf5f0041,EVD-05F5A4-01,2025-05-10,0f50f615-7033-4550-b3c0-1327c1c40070
d2f62574-656a-4117-b29a-8be2ed4c890c,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",05f5a41b-f498-42f0-adc1-065e9a844e1b,ddd0a2c1-7498-46cb-aefe-0864000f394c,EVD-05F5A4-02,2025-05-24,0f50f615-7033-4550-b3c0-1327c1c40070
0bbe71b9-0154-4c65-bbc3-48034d291d6d,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",45e5d506-b472-4e21-8fa9-fbfa4ab9d611,1868b78f-e043-471f-a667-0d0ed4849e30,EVD-45E5D5-01,2024-10-24,1c6b2c51-aa55-4558-ae96-d1770fade444
80e72b21-8d26-419d-a57c-f593b37f3ae7,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",f0e8371f-96ac-406f-86a8-3809123ec5fc,0538e12f-c097-48aa-a915-cbce58c24001,EVD-F0E837-01,2025-02-22,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff
6b78f423-1812-45c7-8765-405bff23f7bc,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,6e4ec153-2688-4ea5-bea3-e00f0777c86a,8970fbd6-6aef-45b0-9c43-bcb423be1445,EVD-6E4EC1-01,2024-10-03,1c6b2c51-aa55-4558-ae96-d1770fade444
ee3ef8e5-5062-4626-86cc-2f0152eb86e9,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,6e4ec153-2688-4ea5-bea3-e00f0777c86a,cc1a9eaf-455e-4d5e-bd79-a5b244d64a1f,EVD-6E4EC1-02,2025-01-30,1c6b2c51-aa55-4558-ae96-d1770fade444
4eefc24a-9063-4d1c-8ec8-33616118c623,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",3cd07ee4-0116-40eb-8174-ca2f649dffe8,5cfd4624-2057-46b8-8433-475f7f34adfd,EVD-3CD07E-01,2024-07-21,399368c8-c978-469c-be30-609d71bcffc7
fb349a9d-6620-474f-9f1a-5962ae4bf5b5,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,3cd07ee4-0116-40eb-8174-ca2f649dffe8,a95727d1-f69f-4a69-b79a-ab2d1a0b3b62,EVD-3CD07E-02,2024-06-13,399368c8-c978-469c-be30-609d71bcffc7
feb8ac19-3f21-4825-811e-848dc612a75c,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,6fd523c1-12b3-4ea2-b2be-da137b7efd04,2408f8fa-40e1-4898-8c25-6002bc585ef9,EVD-6FD523-01,2023-10-10,3a90b419-d49b-432d-b67f-8fef620d5ecd
5566d2b1-5fc5-4321-9ac9-3e375c968903,contraband,"A sealed package containing suspected contraband material, packed in plain wrapping without markings.",0f2accde-2c36-420b-915f-1672746f574c,a808b266-aab5-4467-9312-1ce4a3e3f472,EVD-0F2ACC-01,2023-10-27,f77c2362-fa09-4024-9ad2-7cf845b2b17e
3c6b2151-56df-46f5-b33d-549bb71fd34a,contraband,"A sealed package containing suspected contraband material, packed in plain wrapping without markings.",186c7276-5ec7-4e75-834f-0fc840760ce4,5d819959-67b8-47c8-9d65-bc44c7d4d99b,EVD-186C72-01,2025-02-18,3882bfc6-6f3e-42f1-acd5-875175110e2b
24731da9-e07d-4612-abb3-113a1d73ba34,contraband,"A sealed package containing suspected contraband material, packed in plain wrapping without markings.",186c7276-5ec7-4e75-834f-0fc840760ce4,dc8e1559-6099-4865-95e5-9e9953d32d75,EVD-186C72-02,2025-03-13,3882bfc6-6f3e-42f1-acd5-875175110e2b
0074f903-0ad0-450e-be8d-8a0bcd4598eb,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,5df90d3c-ba6e-437f-befe-7824f98ab232,9576f189-e8dd-425e-837c-dec57e83ab2b,EVD-5DF90D-01,2025-04-11,3882bfc6-6f3e-42f1-acd5-875175110e2b
5de88811-dac8-4a1e-a71d-a25098db0118,contraband,"A sealed package containing suspected contraband material, packed in plain wrapping without markings.",99c8be1f-5300-402c-86ec-b11c2ea49248,63978636-6654-4695-ae29-7aa73b410900,EVD-99C8BE-01,2024-08-21,b9753cbb-9cd4-451b-9705-22cc5bde2d04
04d56f96-f7a1-4655-af15-336b537bb896,vehicle_part,"A vehicle component/part recovered near the scene, tagged for forensic examination.",c883c922-9b56-40dc-9016-a7d901ab3d9e,dcb380f4-9879-4bcb-ac59-4ac3e201bf26,EVD-C883C9-01,2025-03-29,3a90b419-d49b-432d-b67f-8fef620d5ecd
486d85c5-9925-4aa0-8a2a-e828a0f0f1d0,contraband,"A sealed package containing suspected contraband material, packed in plain wrapping without markings.",2626cc05-f644-4f91-8491-ae67b54844bc,df5f0caa-f14d-4a23-a5ab-f47b4e66487c,EVD-2626CC-01,2025-02-05,3a90b419-d49b-432d-b67f-8fef620d5ecd
a891f235-768c-4213-998f-36ede22932a9,other,"An item of interest recovered in connection with a assault case, description pending further examination.",c6595b2d-e1cc-4fec-8efd-649da19ba576,2eb8c7d9-3c1f-46ff-948d-f3c71d400539,EVD-C6595B-01,2025-04-14,3bcf3cb2-15e9-4118-b082-241e75e7f818
87281f81-a71c-4fff-87a0-3283c396aed0,other,"An item of interest recovered in connection with a assault case, description pending further examination.",b88a5a6a-4bc9-4957-a08c-d1b0ebf86add,08ca7342-3588-4493-8a0a-1696c9a0615a,EVD-B88A5A-01,2024-06-05,3a90b419-d49b-432d-b67f-8fef620d5ecd
c69d1136-8d87-4cdb-89b3-e8f8e9ee57a4,weapon,"A sharp-edged weapon recovered during the investigation, tagged and sealed as evidence.",55d4d127-20bc-46ba-83a0-cde36e2c25a3,19538c5b-abb6-4310-934d-acd94ad76432,EVD-55D4D1-01,2025-03-16,0f50f615-7033-4550-b3c0-1327c1c40070
96457a1f-5d7b-42c8-bf64-a297a8f3c883,weapon,"A sharp-edged weapon recovered during the investigation, tagged and sealed as evidence.",aa86d8e1-983e-45e2-9ca4-cdd1d25b6646,2155aaf5-ee51-4357-9110-9dcfd2eb3383,EVD-AA86D8-01,2023-12-08,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1
5bbfcd79-57c5-40f4-bf5d-244a875876d9,other,"An item of interest recovered in connection with a assault case, description pending further examination.",2746a1c8-a450-4a63-b37b-482aa564b607,64682cf5-fea8-41a1-bdcd-7f338397ecb2,EVD-2746A1-01,2025-04-23,b9753cbb-9cd4-451b-9705-22cc5bde2d04
a772c341-5bbb-4555-bcad-a3d82d8f3bbd,other,"An item of interest recovered in connection with a assault case, description pending further examination.",a83505be-8b16-4bd7-8d74-2777f87e9a16,6f3dbfb7-c824-4f39-ac28-8e4af871f805,EVD-A83505-01,2025-05-28,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff
5ad979a2-5cd2-40da-9398-ccddbad78cb5,weapon,"A sharp-edged weapon recovered during the investigation, tagged and sealed as evidence.",9e1b62f9-2bb3-4b1d-9b12-0fa642d829a0,cdd4e8a5-2066-42db-b770-8791cd84a467,EVD-9E1B62-01,2025-05-04,44a689bd-ea9d-49fe-917d-79a7404e631f
7e0b17ad-163f-4f00-9ea9-729e36e90f70,weapon,"A sharp-edged weapon recovered during the investigation, tagged and sealed as evidence.",9e1b62f9-2bb3-4b1d-9b12-0fa642d829a0,1c055253-9ac9-419b-8d37-0734dec8e811,EVD-9E1B62-02,2025-05-22,44a689bd-ea9d-49fe-917d-79a7404e631f
92939fcd-0b5f-4337-8268-1179d62ae316,other,"An item of interest recovered in connection with a missing_person case, description pending further examination.",8151ea22-eb78-4603-bed3-35f765cd5c38,2eb8c7d9-3c1f-46ff-948d-f3c71d400539,EVD-8151EA-01,2024-06-12,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1
f70739a2-919b-4a8d-83e1-9eaf0cd6ff36,other,"An item of interest recovered in connection with a missing_person case, description pending further examination.",8151ea22-eb78-4603-bed3-35f765cd5c38,14ce1950-af94-4fa4-8751-01c5790a1ec0,EVD-8151EA-02,2024-07-17,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1
fb031675-2cef-4364-b9ba-39def3f87056,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,4075d07d-a7aa-40c0-af19-4ba3530271a5,43d7c3eb-4572-4804-9122-1309bdfe0958,EVD-4075D0-01,2023-12-19,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff
c33d9a4d-43fb-4635-a861-f864f8396e4a,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,85dcc87d-03db-430b-a1ca-98d7b727bd89,b15ad228-a32d-473e-bae4-4b97bf0674fc,EVD-85DCC8-01,2025-04-22,b9753cbb-9cd4-451b-9705-22cc5bde2d04
7f1ea664-5e82-419e-9dc4-e37cfa9800d4,other,"An item of interest recovered in connection with a missing_person case, description pending further examination.",306fb409-1acd-4304-9240-a6ffa1381731,e3bada65-8b55-4a30-85a2-dc6fe9ee3558,EVD-306FB4-01,2025-04-21,0f50f615-7033-4550-b3c0-1327c1c40070
2dd6cab1-df4b-4510-9865-89123472ecd4,other,"An item of interest recovered in connection with a missing_person case, description pending further examination.",0e12daed-dc20-40b3-8832-ffae12639f39,ea675771-73dc-451e-9807-2c15df7a67e7,EVD-0E12DA-01,2024-12-15,3bcf3cb2-15e9-4118-b082-241e75e7f818
6cee4165-4f83-4393-813a-259e4578e3db,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,ed30eecf-73ab-48c3-8d22-17fa2edee781,8d150b62-500a-4202-94ff-3d2ac3874acf,EVD-ED30EE-01,2024-07-12,c0975979-9043-4963-855f-ca856764a207
c7ae3c0f-6a68-479c-b24d-352a3dfb4fd0,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,ed30eecf-73ab-48c3-8d22-17fa2edee781,a0eec687-e78f-40c8-b68d-013ff0f8149c,EVD-ED30EE-02,2025-02-02,c0975979-9043-4963-855f-ca856764a207
697270a9-d8d4-4316-a665-b066c6de5e5c,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,2eb3c08b-8e63-45a6-812a-f99cb3f447ec,f838506b-3505-4556-8b85-9a857869ed03,EVD-2EB3C0-01,2024-11-07,f77c2362-fa09-4024-9ad2-7cf845b2b17e
add4cb9a-3e0a-4c85-8d91-6802a245f96f,weapon,"A sharp-edged weapon recovered during the investigation, tagged and sealed as evidence.",28ced12b-8d14-4609-9781-aef154d1f63f,5a14c393-ced5-4851-a7b1-b3ac69a36268,EVD-28CED1-01,2025-05-23,d0184a09-161d-4442-9ae0-17c96fb4622e
845c20ed-636e-4e9f-aab5-d10de003777a,weapon,"A sharp-edged weapon recovered during the investigation, tagged and sealed as evidence.",64aaac8b-2f9b-48c9-81c8-676200ea7a71,c4f62b70-61d1-4499-80f7-5a45304209cd,EVD-64AAAC-01,2023-10-10,0f50f615-7033-4550-b3c0-1327c1c40070
25aca0ec-8f49-4cb9-a1c2-3a8fc566cdb4,jewelry,"An item of jewelry recovered during the investigation, pending identification of rightful owner.",862d2be7-a639-4e04-9b56-432b9d9a2906,b18f2195-fcf3-41ca-8018-a6fdb26f816e,EVD-862D2B-01,2025-04-30,d0184a09-161d-4442-9ae0-17c96fb4622e
1815b4f7-846d-4c6a-8aaf-0a9695a9aed8,cash,"An unmarked bundle of currency notes recovered during the investigation, denomination mixed, amount pending verification.",862d2be7-a639-4e04-9b56-432b9d9a2906,b974a4fe-d224-49b8-98a4-c692f3c90e8c,EVD-862D2B-02,2025-04-13,d0184a09-161d-4442-9ae0-17c96fb4622e
96e22d8a-a6d9-442e-a4ab-a1f84477e497,weapon,"A sharp-edged weapon recovered during the investigation, tagged and sealed as evidence.",f597c597-e3e3-4f43-a9a1-0f77e79b3698,206f0ab9-49f7-456e-9b19-4e7e0aae328b,EVD-F597C5-01,2024-12-01,1c6b2c51-aa55-4558-ae96-d1770fade444
7b0317b8-38a0-4fa5-b5e5-632b672dc5da,weapon,"A sharp-edged weapon recovered during the investigation, tagged and sealed as evidence.",f597c597-e3e3-4f43-a9a1-0f77e79b3698,c5e16f2f-973d-40a6-8c8d-3ac71445e741,EVD-F597C5-02,2025-05-26,1c6b2c51-aa55-4558-ae96-d1770fade444
1b7f09e3-d616-492f-9326-9368767631db,weapon,"A sharp-edged weapon recovered during the investigation, tagged and sealed as evidence.",2e65ce5c-71f9-480b-8583-5a4077523aed,c0ccc50e-59e2-4ce9-98d3-5b931dd2ae0f,EVD-2E65CE-01,2024-12-24,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff
9bfc591e-9399-4263-ab16-010b54cf8f25,jewelry,"An item of jewelry recovered during the investigation, pending identification of rightful owner.",74dd3ce2-a7b9-4da7-b8a1-52b24fd70e43,d13753dd-3346-4b84-ab78-25ec9d98f4ed,EVD-74DD3C-01,2024-09-10,3a90b419-d49b-432d-b67f-8fef620d5ecd
e100ec9c-1d60-41a6-b464-3ca9667a6613,weapon,"A sharp-edged weapon recovered during the investigation, tagged and sealed as evidence.",2a684c71-4f34-48e8-9e6d-f484768e9414,a0cd17ed-a200-49a7-8fbf-3ae6e0a3402a,EVD-2A684C-01,2024-10-12,b9753cbb-9cd4-451b-9705-22cc5bde2d04
fe85f444-bf9f-4274-a603-5f703c48f588,cash,"An unmarked bundle of currency notes recovered during the investigation, denomination mixed, amount pending verification.",2a684c71-4f34-48e8-9e6d-f484768e9414,37df37f9-0726-4b31-8b2f-f3089057ec43,EVD-2A684C-02,2024-09-28,b9753cbb-9cd4-451b-9705-22cc5bde2d04
ae5d7af0-f7e9-449b-93de-a25f84e8fee4,cash,"An unmarked bundle of currency notes recovered during the investigation, denomination mixed, amount pending verification.",d1a84f74-a7bb-49b2-b8d3-976d93d38daa,ba17b826-5d57-4eaf-9f44-6207f6f5c104,EVD-D1A84F-01,2024-11-08,44a689bd-ea9d-49fe-917d-79a7404e631f
9796aead-f492-4686-a432-cd9c95cd647b,weapon,"A sharp-edged weapon recovered during the investigation, tagged and sealed as evidence.",4f628db8-cafc-4171-813e-9c7715bf87e1,a5ae5e74-58f0-41c4-a661-a7d6740a7ed4,EVD-4F628D-01,2024-12-17,3a90b419-d49b-432d-b67f-8fef620d5ecd
9bd5ecfc-edea-499d-bac9-eafce6b68a91,weapon,"A sharp-edged weapon recovered during the investigation, tagged and sealed as evidence.",a906a912-211b-4d75-a052-9e7991e9a260,ac981fbf-5c23-4f68-9de4-18399d8c9fda,EVD-A906A9-01,2024-09-05,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1
93781be4-54f4-4e4d-95fe-7d66d276cc93,cash,"An unmarked bundle of currency notes recovered during the investigation, denomination mixed, amount pending verification.",b0a2c2f7-0d93-4b20-89c4-a943ac8b44a7,1c999a98-2351-4786-bf7d-c1a622ce58c6,EVD-B0A2C2-01,2024-05-19,d0184a09-161d-4442-9ae0-17c96fb4622e
b95e8b66-c22f-4cdb-a731-c6696dd20c73,jewelry,"An item of jewelry recovered during the investigation, pending identification of rightful owner.",dc78a2bc-f59d-4e50-ad7e-b613cdf894c2,2cab61da-ab35-4b04-b36b-5d7b50c40fad,EVD-DC78A2-01,2024-06-30,3882bfc6-6f3e-42f1-acd5-875175110e2b
ba160f40-85d3-4fc4-b4c8-def64b9d9dc7,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,c1c38a5c-48c0-449f-986b-ee15b24bb558,8e9cc757-8e08-430a-8332-8253a7e50e4a,EVD-C1C38A-01,2025-03-20,3bcf3cb2-15e9-4118-b082-241e75e7f818
44e0d12d-360d-4086-954e-b29fdacfaa13,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,a5946d0c-3dd2-4747-87e6-dab3273b8edd,ffc518cd-9ef1-420a-a8b8-4036843332cb,EVD-A5946D-01,2025-05-05,399368c8-c978-469c-be30-609d71bcffc7
ef8e2d5f-49f4-4561-b2ef-8e05c6e09e4a,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,a1525c76-83db-45ff-8b10-65aed86c393f,abd41776-523c-4918-9516-5079a3db4a3b,EVD-A1525C-01,2025-04-23,f77c2362-fa09-4024-9ad2-7cf845b2b17e
741af92f-d9c3-4891-8fbb-00d0106ea3d1,electronic_device,"A mobile phone/handset recovered as part of the investigation, pending forensic data extraction.",2c499bb1-b083-4669-9e0a-669387b0d365,68b5f557-0e71-4db7-9e1d-1752bc421e6a,EVD-2C499B-01,2025-04-23,c72b3670-988d-4140-b70e-75cb3ec17b11
9227b820-17e7-4615-873e-0651c768d563,other,"An item of interest recovered in connection with a other case, description pending further examination.",d560c216-fe10-4c15-8742-e7cf32118be3,402083c8-4ed6-47fd-8bd5-1935ea2cf801,EVD-D560C2-01,2024-07-03,d0184a09-161d-4442-9ae0-17c96fb4622e
23685400-7088-4c61-a586-b65582c1c851,other,"An item of interest recovered in connection with a other case, description pending further examination.",c02c1acf-0cd9-41df-8448-9c0e5eebed97,9e769a94-ff05-4ddd-b68a-bb6038f253f8,EVD-C02C1A-01,2025-03-18,399368c8-c978-469c-be30-609d71bcffc7
2551e0c3-4a69-4a3b-b28d-edc079eb0bf9,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,dbb8c6dc-1d61-4d8c-a6ee-123b24798735,2f49ae34-73a4-4c90-a2a9-e39ffa43004b,EVD-DBB8C6-01,2025-01-15,a67d384b-edfc-4caa-8a46-8b72e3208724
954f3d49-96cb-402a-9a49-5265ae78bcac,document,A set of documents including handwritten notes and printed receipts recovered during the investigation.,b720a3ba-0761-4c94-8f67-3977a371769e,1566dfa7-583e-4869-b4e2-ec7267bbbf29,EVD-B720A3-01,2025-04-18,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff
